ProviderID,PotentialFraud,Total_Claims,Unique_Patients,Total_Paid,Avg_Paid_Per_Claim,Max_Claim_Amount,Inpatient_Claims,Outpatient_Claims,Fraud_Reimbursed_Amt,Legit_Reimbursed_Amt,Fraud_Rate_Pct
PRV56514,No,1,1,60,60,60,0,1,0,60,0
PRV55864,No,6,5,66700,11116.67,52000,4,2,0,66700,0
PRV55481,No,5,2,5850,1170,5000,1,4,0,5850,0
PRV54809,No,1,1,900,900,900,0,1,0,900,0
PRV54911,No,2,2,1460,730,1400,0,2,0,1460,0
PRV54153,No,3,3,40000,13333.33,17000,3,0,0,40000,0
PRV57555,No,27,26,326800,12103.7,57000,27,0,0,326800,0
PRV53754,No,1,1,60,60,60,0,1,0,60,0
PRV52825,No,1,1,70,70,70,0,1,0,70,0
PRV57359,No,1,1,1000,1000,1000,0,1,0,1000,0
PRV52571,No,10,9,1830,183,1000,0,10,0,1830,0
PRV52167,No,9,9,99000,11000,36000,9,0,0,99000,0
PRV52057,No,13,11,148110,11393.08,57000,10,3,0,148110,0
PRV54497,No,5,5,51000,10200,14000,5,0,0,51000,0
PRV52461,No,7,7,48000,6857.14,11000,7,0,0,48000,0
PRV51859,No,1,1,30,30,30,0,1,0,30,0
PRV55001,No,6,6,170,28.33,60,0,6,0,170,0
PRV52935,No,1,1,30,30,30,0,1,0,30,0
PRV56693,No,8,6,670,83.75,200,0,8,0,670,0
PRV52049,No,5,5,3720,744,3300,0,5,0,3720,0
PRV56485,No,2,2,10090,5045,10000,1,1,0,10090,0
PRV55043,No,2,2,230,115,200,0,2,0,230,0
PRV52262,No,1,1,300,300,300,0,1,0,300,0
PRV53949,No,1,1,10,10,10,0,1,0,10,0
PRV54335,No,22,22,184630,8392.27,25000,19,3,0,184630,0
PRV52220,No,1,1,900,900,900,0,1,0,900,0
PRV52922,No,7,5,40000,5714.29,10000,7,0,0,40000,0
PRV52943,No,1,1,0,0,0,0,1,0,0,0
PRV56788,No,3,2,110,36.67,90,0,3,0,110,0
PRV55447,No,1,1,50,50,50,0,1,0,50,0
PRV55468,No,1,1,50,50,50,0,1,0,50,0
PRV54622,No,1,1,60,60,60,0,1,0,60,0
PRV57600,No,11,8,58110,5282.73,11000,9,2,0,58110,0
PRV51605,No,8,8,27410,3426.25,11000,5,3,0,27410,0
PRV53336,No,3,3,34000,11333.33,21000,3,0,0,34000,0
PRV54824,No,10,10,100000,10000,23000,10,0,0,100000,0
PRV57097,No,3,3,21000,7000,10000,3,0,0,21000,0
PRV54502,No,3,3,55000,18333.33,23000,3,0,0,55000,0
PRV57528,Yes,17,16,75800,4458.82,20000,13,4,75800,0,100
PRV57510,No,48,45,422510,8802.29,36000,43,5,0,422510,0
PRV55675,No,6,3,81440,13573.33,75000,2,4,0,81440,0
PRV51035,No,2,2,29050,14525,29000,1,1,0,29050,0
PRV56752,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV52066,Yes,4,4,1500,375,600,0,4,1500,0,100
PRV57677,No,5,4,470,94,300,0,5,0,470,0
PRV53526,No,3,1,260,86.67,100,0,3,0,260,0
PRV52916,No,6,6,64000,10666.67,26000,6,0,0,64000,0
PRV53189,No,5,4,42200,8440,17000,4,1,0,42200,0
PRV57209,Yes,28,20,150560,5377.14,24000,15,13,150560,0,100
PRV53216,No,2,1,160,80,100,0,2,0,160,0
PRV51522,No,13,13,139200,10707.69,34000,12,1,0,139200,0
PRV55120,No,8,8,58000,7250,19000,8,0,0,58000,0
PRV53865,No,6,6,60000,10000,12000,6,0,0,60000,0
PRV52181,Yes,10,10,105000,10500,21000,10,0,105000,0,100
PRV52722,No,12,10,76200,6350,15000,9,3,0,76200,0
PRV57013,No,1,1,40,40,40,0,1,0,40,0
PRV52859,No,20,9,4590,229.5,1700,0,20,0,4590,0
PRV51052,Yes,2,2,14000,7000,9000,2,0,14000,0,100
PRV54114,No,3,3,20000,6666.67,10000,3,0,0,20000,0
PRV54136,No,4,2,510,127.5,300,0,4,0,510,0
PRV52823,No,9,9,46500,5166.67,14000,7,2,0,46500,0
PRV54688,Yes,41,24,150380,3667.8,81000,11,30,150380,0,100
PRV56494,No,10,7,930,93,210,0,10,0,930,0
PRV54372,Yes,48,35,216920,4519.17,49000,21,27,216920,0,100
PRV53614,No,3,1,1190,396.67,1030,0,3,0,1190,0
PRV54060,No,16,16,164000,10250,21000,16,0,0,164000,0
PRV52285,No,19,19,144000,7578.95,30000,19,0,0,144000,0
PRV56651,No,3,2,500,166.67,300,0,3,0,500,0
PRV56038,No,1,1,1000,1000,1000,1,0,0,1000,0
PRV51618,No,1,1,2000,2000,2000,1,0,0,2000,0
PRV54374,No,10,4,740,74,200,0,10,0,740,0
PRV56938,No,1,1,200,200,200,0,1,0,200,0
PRV53604,No,6,5,51000,8500,16000,6,0,0,51000,0
PRV57015,No,2,1,700,350,700,0,2,0,700,0
PRV55050,No,6,4,4150,691.67,3300,0,6,0,4150,0
PRV53923,Yes,33,31,243190,7369.39,34000,30,3,243190,0,100
PRV55343,No,4,3,3940,985,3300,0,4,0,3940,0
PRV55218,No,1,1,70,70,70,0,1,0,70,0
PRV57109,No,6,6,70000,11666.67,32000,6,0,0,70000,0
PRV55981,No,15,15,102000,6800,19000,15,0,0,102000,0
PRV56474,No,2,2,7070,3535,7000,1,1,0,7070,0
PRV52317,No,3,3,24070,8023.33,12000,2,1,0,24070,0
PRV52077,Yes,116,102,1082310,9330.26,112000,104,12,1082310,0,100
PRV55357,No,8,3,1030,128.75,600,0,8,0,1030,0
PRV54561,No,25,23,216300,8652,51000,25,0,0,216300,0
PRV53791,No,8,7,42300,5287.5,15000,6,2,0,42300,0
PRV56016,No,1,1,50,50,50,0,1,0,50,0
PRV55543,No,4,4,55000,13750,44000,4,0,0,55000,0
PRV57002,No,1,1,80,80,80,0,1,0,80,0
PRV51391,No,15,15,79660,5310.67,17000,13,2,0,79660,0
PRV56592,Yes,63,51,726400,11530.16,68000,63,0,726400,0,100
PRV52564,No,6,6,35200,5866.67,11000,5,1,0,35200,0
PRV57702,No,9,7,78880,8764.44,46000,7,2,0,78880,0
PRV55401,No,3,1,690,230,400,0,3,0,690,0
PRV57076,No,2,2,10000,5000,5000,2,0,0,10000,0
PRV53261,No,16,5,3180,198.75,1700,0,16,0,3180,0
PRV53478,No,6,3,5600,933.33,3300,0,6,0,5600,0
PRV52435,No,5,1,500,100,300,0,5,0,500,0
PRV51818,Yes,29,27,267000,9206.9,35000,29,0,267000,0,100
PRV57086,No,6,6,53000,8833.33,12000,6,0,0,53000,0
PRV55193,Yes,32,26,440020,13750.63,102000,31,1,440020,0,100
PRV57590,No,3,3,14000,4666.67,11000,3,0,0,14000,0
PRV51439,No,1,1,10,10,10,0,1,0,10,0
PRV53437,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV53121,Yes,58,47,409180,7054.83,56000,48,10,409180,0,100
PRV56006,No,13,8,5610,431.54,3300,0,13,0,5610,0
PRV56637,No,2,2,660,330,600,0,2,0,660,0
PRV52319,No,1,1,200,200,200,0,1,0,200,0
PRV55269,No,5,5,14150,2830,6000,3,2,0,14150,0
PRV52241,No,1,1,20,20,20,0,1,0,20,0
PRV55873,No,6,4,43000,7166.67,17000,6,0,0,43000,0
PRV52902,No,21,20,128000,6095.24,12000,21,0,0,128000,0
PRV52290,No,10,10,68000,6800,10000,10,0,0,68000,0
PRV55032,No,2,2,7600,3800,5000,1,1,0,7600,0
PRV54761,No,14,6,2710,193.57,700,0,14,0,2710,0
PRV55996,Yes,29,25,236500,8155.17,26000,29,0,236500,0,100
PRV54130,No,2,1,600,300,300,0,2,0,600,0
PRV56212,No,1,1,3300,3300,3300,0,1,0,3300,0
PRV51702,No,1,1,0,0,0,0,1,0,0,0
PRV53352,No,5,4,2020,404,1000,0,5,0,2020,0
PRV55727,No,2,1,260,130,200,0,2,0,260,0
PRV53272,No,4,4,25000,6250,17000,4,0,0,25000,0
PRV52321,Yes,35,30,367300,10494.29,46000,33,2,367300,0,100
PRV52450,No,7,5,260,37.14,100,0,7,0,260,0
PRV53260,No,4,4,7170,1792.5,6000,2,2,0,7170,0
PRV51376,No,1,1,100,100,100,0,1,0,100,0
PRV55714,No,3,3,22000,7333.33,9000,3,0,0,22000,0
PRV56747,No,2,2,12200,6100,12000,1,1,0,12200,0
PRV57084,No,7,7,62000,8857.14,18000,7,0,0,62000,0
PRV52401,No,6,6,51130,8521.67,36000,4,2,0,51130,0
PRV57667,Yes,3,2,20000,6666.67,14000,3,0,20000,0,100
PRV54748,No,1,1,60,60,60,0,1,0,60,0
PRV56553,No,1,1,80,80,80,0,1,0,80,0
PRV52374,No,12,2,7170,597.5,3300,0,12,0,7170,0
PRV52519,No,7,7,98300,14042.86,27000,6,1,0,98300,0
PRV51944,No,8,7,49590,6198.75,22000,5,3,0,49590,0
PRV51025,No,14,13,86090,6149.29,17000,13,1,0,86090,0
PRV55550,Yes,37,35,451000,12189.19,57000,37,0,451000,0,100
PRV54327,Yes,14,13,177200,12657.14,57000,13,1,177200,0,100
PRV56725,No,14,4,10080,720,2700,0,14,0,10080,0
PRV51336,No,12,12,117910,9825.83,28000,10,2,0,117910,0
PRV54758,No,3,3,70,23.33,30,0,3,0,70,0
PRV54563,No,5,4,4290,858,4060,0,5,0,4290,0
PRV54098,Yes,11,9,58980,5361.82,15000,9,2,58980,0,100
PRV56258,No,2,2,120,60,80,0,2,0,120,0
PRV55658,No,15,14,196400,13093.33,36000,15,0,0,196400,0
PRV52544,No,6,6,34000,5666.67,18000,6,0,0,34000,0
PRV51121,No,6,6,81000,13500,45000,6,0,0,81000,0
PRV51932,No,4,4,27420,6855,16000,2,2,0,27420,0
PRV53785,No,1,1,20,20,20,0,1,0,20,0
PRV52889,No,46,40,233410,5074.13,29000,31,15,0,233410,0
PRV54230,Yes,44,39,391000,8886.36,31000,44,0,391000,0,100
PRV57189,Yes,7,6,57060,8151.43,30000,4,3,57060,0,100
PRV56710,No,11,11,50300,4572.73,8000,10,1,0,50300,0
PRV52627,No,3,3,46000,15333.33,37000,3,0,0,46000,0
PRV52721,No,1,1,10,10,10,0,1,0,10,0
PRV56319,No,1,1,500,500,500,0,1,0,500,0
PRV57318,No,3,3,500,166.67,400,0,3,0,500,0
PRV51378,Yes,110,87,1202410,10931,57000,108,2,1202410,0,100
PRV56798,No,3,2,3460,1153.33,2400,0,3,0,3460,0
PRV56519,No,7,7,69000,9857.14,19000,7,0,0,69000,0
PRV52047,No,15,12,144000,9600,50000,15,0,0,144000,0
PRV55704,No,7,7,22190,3170,12000,4,3,0,22190,0
PRV54693,No,2,2,15000,7500,11000,2,0,0,15000,0
PRV55295,No,2,2,2000,1000,1900,0,2,0,2000,0
PRV51233,No,3,3,27000,9000,17000,3,0,0,27000,0
PRV51910,No,5,3,5940,1188,2100,0,5,0,5940,0
PRV56608,Yes,8,4,6660,832.5,3200,0,8,6660,0,100
PRV52988,No,3,2,320,106.67,200,0,3,0,320,0
PRV53986,No,11,11,78000,7090.91,20000,11,0,0,78000,0
PRV57235,No,3,3,26000,8666.67,19000,3,0,0,26000,0
PRV55663,No,7,7,36000,5142.86,13000,7,0,0,36000,0
PRV54531,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV56173,No,7,6,101020,14431.43,41000,6,1,0,101020,0
PRV55990,No,24,23,190060,7919.17,22000,22,2,0,190060,0
PRV51977,No,1,1,8000,8000,8000,1,0,0,8000,0
PRV54155,No,4,2,14100,3525,13000,1,3,0,14100,0
PRV51132,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV52252,No,1,1,400,400,400,0,1,0,400,0
PRV52359,No,42,39,413000,9833.33,30000,42,0,0,413000,0
PRV53970,No,3,3,65000,21666.67,32000,3,0,0,65000,0
PRV54036,No,4,4,760,190,400,0,4,0,760,0
PRV55847,No,2,1,110,55,100,0,2,0,110,0
PRV56763,No,13,12,115000,8846.15,36000,13,0,0,115000,0
PRV56870,No,13,13,119000,9153.85,16000,13,0,0,119000,0
PRV52593,Yes,15,5,3280,218.67,1200,0,15,3280,0,100
PRV51249,Yes,53,42,506060,9548.3,57000,51,2,506060,0,100
PRV56141,No,1,1,30,30,30,0,1,0,30,0
PRV52602,No,10,9,84400,8440,34000,9,1,0,84400,0
PRV53689,No,13,9,3330,256.15,1500,0,13,0,3330,0
PRV55971,Yes,111,92,1065210,9596.49,57000,101,10,1065210,0,100
PRV56896,No,3,3,60000,20000,57000,3,0,0,60000,0
PRV55023,No,34,29,408000,12000,57000,34,0,0,408000,0
PRV51715,No,3,3,66000,22000,38000,3,0,0,66000,0
PRV56563,No,8,7,91000,11375,37000,8,0,0,91000,0
PRV56247,No,2,2,12000,6000,9000,2,0,0,12000,0
PRV57159,No,4,3,430,107.5,200,0,4,0,430,0
PRV52309,No,2,2,540,270,500,0,2,0,540,0
PRV51678,No,3,3,1570,523.33,1500,0,3,0,1570,0
PRV56239,No,1,1,600,600,600,0,1,0,600,0
PRV51846,No,2,1,11000,5500,10000,2,0,0,11000,0
PRV51277,No,10,10,121000,12100,53000,10,0,0,121000,0
PRV55920,No,4,3,250,62.5,200,0,4,0,250,0
PRV53513,No,2,2,18000,9000,14000,2,0,0,18000,0
PRV51265,No,2,2,410,205,400,0,2,0,410,0
PRV55182,No,4,4,1020,255,800,0,4,0,1020,0
PRV53623,Yes,19,6,3250,171.05,900,0,19,3250,0,100
PRV55437,Yes,31,30,385910,12448.71,57000,28,3,385910,0,100
PRV54266,No,22,19,328050,14911.36,51000,21,1,0,328050,0
PRV53667,No,9,8,155000,17222.22,99000,9,0,0,155000,0
PRV54938,No,2,2,300,150,200,0,2,0,300,0
PRV51144,No,4,4,53000,13250,33000,4,0,0,53000,0
PRV55690,No,15,13,154000,10266.67,37000,15,0,0,154000,0
PRV55086,No,3,2,920,306.67,700,0,3,0,920,0
PRV55549,No,5,1,2870,574,2000,0,5,0,2870,0
PRV57460,No,2,1,330,165,300,0,2,0,330,0
PRV56864,No,1,1,40,40,40,0,1,0,40,0
PRV53421,Yes,96,78,986700,10278.13,57000,95,1,986700,0,100
PRV56396,Yes,33,25,269050,8153.03,29000,32,1,269050,0,100
PRV56730,Yes,24,22,295790,12324.58,40000,23,1,295790,0,100
PRV55660,No,4,4,33000,8250,18000,4,0,0,33000,0
PRV51694,No,1,1,30,30,30,0,1,0,30,0
PRV51602,No,13,13,72090,5545.38,11000,12,1,0,72090,0
PRV55304,No,10,3,840,84,300,0,10,0,840,0
PRV51960,No,21,20,263000,12523.81,57000,21,0,0,263000,0
PRV55540,No,23,20,216000,9391.3,36000,23,0,0,216000,0
PRV54505,Yes,5,3,50000,10000,14000,5,0,50000,0,100
PRV54781,Yes,72,64,742600,10313.89,53000,71,1,742600,0,100
PRV51049,No,1,1,300,300,300,0,1,0,300,0
PRV54829,No,2,1,600,300,400,0,2,0,600,0
PRV52699,No,2,2,9060,4530,9000,1,1,0,9060,0
PRV57206,Yes,15,11,93660,6244,57000,7,8,93660,0,100
PRV52098,No,11,9,1790,162.73,600,0,11,0,1790,0
PRV52590,Yes,118,109,1204390,10206.69,89000,115,3,1204390,0,100
PRV56508,No,8,4,3610,451.25,1300,0,8,0,3610,0
PRV52893,No,10,5,2970,297,2600,0,10,0,2970,0
PRV54259,No,13,11,79700,6130.77,14000,12,1,0,79700,0
PRV53855,Yes,20,17,141000,7050,22000,20,0,141000,0,100
PRV54515,No,1,1,2400,2400,2400,0,1,0,2400,0
PRV53166,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV55004,Yes,59,22,50110,849.32,23000,3,56,50110,0,100
PRV55248,No,4,4,670,167.5,400,0,4,0,670,0
PRV55903,No,24,21,187090,7795.42,35000,23,1,0,187090,0
PRV56260,No,55,49,550000,10000,55000,55,0,0,550000,0
PRV57339,No,2,2,180,90,100,0,2,0,180,0
PRV56777,No,13,13,109000,8384.62,28000,13,0,0,109000,0
PRV52739,No,1,1,200,200,200,0,1,0,200,0
PRV53617,No,3,2,90,30,40,0,3,0,90,0
PRV54970,No,14,13,35410,2529.29,15000,6,8,0,35410,0
PRV52574,Yes,147,118,1498960,10197.01,86000,146,1,1498960,0,100
PRV51639,No,12,12,108000,9000,39000,12,0,0,108000,0
PRV57322,No,7,6,53000,7571.43,19000,7,0,0,53000,0
PRV57712,No,2,2,11000,5500,6000,2,0,0,11000,0
PRV57211,No,12,12,50710,4225.83,9000,8,4,0,50710,0
PRV52820,No,2,2,1300,650,700,0,2,0,1300,0
PRV54106,No,7,7,62130,8875.71,29000,5,2,0,62130,0
PRV55442,No,17,17,101120,5948.24,13000,15,2,0,101120,0
PRV53296,No,9,7,2550,283.33,1600,0,9,0,2550,0
PRV53708,No,2,1,250,125,200,0,2,0,250,0
PRV57177,Yes,88,67,733320,8333.18,57000,73,15,733320,0,100
PRV52155,No,12,12,84000,7000,14000,12,0,0,84000,0
PRV57253,No,1,1,70,70,70,0,1,0,70,0
PRV52925,No,4,4,29000,7250,9000,4,0,0,29000,0
PRV57010,No,1,1,30,30,30,0,1,0,30,0
PRV52331,No,9,8,55000,6111.11,13000,9,0,0,55000,0
PRV51068,No,17,15,80360,4727.06,19000,9,8,0,80360,0
PRV57580,No,2,1,500,250,400,0,2,0,500,0
PRV52504,Yes,14,9,112200,8014.29,17000,14,0,112200,0,100
PRV52069,No,2,2,100,50,50,0,2,0,100,0
PRV56766,No,2,2,16000,8000,11000,2,0,0,16000,0
PRV52648,Yes,9,5,620,68.89,200,0,9,620,0,100
PRV51856,No,2,2,30,15,20,0,2,0,30,0
PRV52810,No,6,6,76000,12666.67,32000,6,0,0,76000,0
PRV53533,No,1,1,50,50,50,0,1,0,50,0
PRV56697,No,1,1,100,100,100,0,1,0,100,0
PRV52839,No,2,2,150,75,100,0,2,0,150,0
PRV55229,No,24,23,172280,7178.33,57000,16,8,0,172280,0
PRV56379,No,1,1,10,10,10,0,1,0,10,0
PRV53740,No,3,1,1610,536.67,1000,0,3,0,1610,0
PRV52870,Yes,43,31,296640,6898.6,52000,35,8,296640,0,100
PRV57719,No,4,4,76000,19000,57000,4,0,0,76000,0
PRV56904,No,4,4,28000,7000,13000,4,0,0,28000,0
PRV57689,No,1,1,10,10,10,0,1,0,10,0
PRV51112,No,1,1,90,90,90,0,1,0,90,0
PRV56634,No,6,4,440,73.33,200,0,6,0,440,0
PRV52942,No,2,2,2700,1350,2500,0,2,0,2700,0
PRV54438,No,7,4,1970,281.43,1000,0,7,0,1970,0
PRV54881,No,33,33,290700,8809.09,35000,33,0,0,290700,0
PRV51093,No,2,2,11000,5500,11000,2,0,0,11000,0
PRV52806,No,2,2,16000,8000,10000,2,0,0,16000,0
PRV56440,No,1,1,50,50,50,0,1,0,50,0
PRV52932,No,3,3,420,140,300,0,3,0,420,0
PRV53432,No,18,17,171280,9515.56,57000,13,5,0,171280,0
PRV55705,No,2,2,1630,815,1600,0,2,0,1630,0
PRV51781,No,1,1,80,80,80,0,1,0,80,0
PRV55019,Yes,160,135,1828400,11427.5,57000,158,2,1828400,0,100
PRV53371,No,1,1,60,60,60,0,1,0,60,0
PRV57369,No,11,10,117000,10636.36,40000,11,0,0,117000,0
PRV52282,No,6,6,77000,12833.33,23000,6,0,0,77000,0
PRV55836,No,17,17,109390,6434.71,17000,15,2,0,109390,0
PRV52052,No,5,5,36000,7200,17000,5,0,0,36000,0
PRV55811,No,2,2,41000,20500,29000,2,0,0,41000,0
PRV51055,No,3,3,16710,5570,16000,2,1,0,16710,0
PRV57732,No,11,11,76000,6909.09,17000,11,0,0,76000,0
PRV56058,No,11,11,90000,8181.82,17000,11,0,0,90000,0
PRV55256,No,4,4,27000,6750,14000,4,0,0,27000,0
PRV55819,No,14,4,1860,132.86,400,0,14,0,1860,0
PRV52500,No,15,11,57250,3816.67,17000,7,8,0,57250,0
PRV55037,No,21,19,117250,5583.33,26000,11,10,0,117250,0
PRV55264,No,6,6,1040,173.33,700,0,6,0,1040,0
PRV52265,No,30,27,260000,8666.67,31000,30,0,0,260000,0
PRV57104,Yes,10,10,133000,13300,39000,10,0,133000,0,100
PRV52446,No,10,10,129000,12900,57000,10,0,0,129000,0
PRV56624,Yes,7,7,183000,26142.86,57000,7,0,183000,0,100
PRV54982,No,1,1,50,50,50,0,1,0,50,0
PRV55234,No,13,13,42320,3255.38,10000,7,6,0,42320,0
PRV57242,No,4,1,590,147.5,500,0,4,0,590,0
PRV54724,No,48,45,489000,10187.5,57000,48,0,0,489000,0
PRV54990,No,4,4,43000,10750,27000,4,0,0,43000,0
PRV53817,No,1,1,40,40,40,0,1,0,40,0
PRV51459,Yes,155,56,46970,303.03,3300,0,155,46970,0,100
PRV56453,No,2,1,800,400,500,0,2,0,800,0
PRV56893,No,1,1,800,800,800,0,1,0,800,0
PRV54676,Yes,40,36,375200,9380,40000,40,0,375200,0,100
PRV56253,Yes,65,54,574680,8841.23,51000,63,2,574680,0,100
PRV53792,Yes,33,32,261000,7909.09,34000,33,0,261000,0,100
PRV54757,No,15,15,105000,7000,16000,15,0,0,105000,0
PRV53252,No,4,3,67000,16750,40000,4,0,0,67000,0
PRV53674,No,12,9,4790,399.17,3300,0,12,0,4790,0
PRV54686,No,18,17,106900,5938.89,13000,14,4,0,106900,0
PRV57053,No,2,1,1900,950,1800,0,2,0,1900,0
PRV51947,No,1,1,22000,22000,22000,1,0,0,22000,0
PRV53664,No,3,3,3400,1133.33,3200,0,3,0,3400,0
PRV52704,No,3,1,550,183.33,300,0,3,0,550,0
PRV53149,No,4,1,930,232.5,400,0,4,0,930,0
PRV54168,No,1,1,7000,7000,7000,1,0,0,7000,0
PRV56208,No,4,3,210,52.5,100,0,4,0,210,0
PRV57186,No,4,2,2910,727.5,2400,0,4,0,2910,0
PRV55416,No,3,3,7100,2366.67,5000,2,1,0,7100,0
PRV54718,Yes,29,24,302000,10413.79,57000,29,0,302000,0,100
PRV52398,No,13,12,188100,14469.23,99000,12,1,0,188100,0
PRV53772,No,1,1,20,20,20,0,1,0,20,0
PRV53449,No,1,1,9000,9000,9000,1,0,0,9000,0
PRV52527,No,4,3,4890,1222.5,3300,0,4,0,4890,0
PRV56349,No,33,25,278260,8432.12,43000,31,2,0,278260,0
PRV55250,Yes,27,20,262220,9711.85,57000,23,4,262220,0,100
PRV55567,No,21,21,205300,9776.19,46000,21,0,0,205300,0
PRV56605,Yes,6,4,26210,4368.33,8000,4,2,26210,0,100
PRV55525,No,19,4,9060,476.84,4900,0,19,0,9060,0
PRV55668,No,4,4,47000,11750,22000,4,0,0,47000,0
PRV52348,No,9,8,85000,9444.44,22000,9,0,0,85000,0
PRV56328,No,1,1,100,100,100,0,1,0,100,0
PRV57399,No,1,1,57000,57000,57000,1,0,0,57000,0
PRV55399,No,3,2,31000,10333.33,15000,3,0,0,31000,0
PRV52029,No,16,16,126800,7925,35000,11,5,0,126800,0
PRV54381,No,15,15,135820,9054.67,57000,13,2,0,135820,0
PRV52402,No,58,57,535040,9224.83,52000,57,1,0,535040,0
PRV51371,No,11,11,83400,7581.82,13000,11,0,0,83400,0
PRV53510,No,2,2,11000,5500,8000,2,0,0,11000,0
PRV54704,No,2,2,2300,1150,1900,0,2,0,2300,0
PRV56740,No,1,1,200,200,200,0,1,0,200,0
PRV54224,No,1,1,60,60,60,0,1,0,60,0
PRV52017,No,30,27,239730,7991,32000,23,7,0,239730,0
PRV51178,Yes,35,34,422080,12059.43,43000,34,1,422080,0,100
PRV51617,No,11,11,109000,9909.09,31000,11,0,0,109000,0
PRV52486,No,1,1,100,100,100,0,1,0,100,0
PRV55951,Yes,46,43,329720,7167.83,57000,38,8,329720,0,100
PRV55026,No,7,6,1930,275.71,900,0,7,0,1930,0
PRV51863,No,19,17,268000,14105.26,36000,19,0,0,268000,0
PRV53764,No,2,2,2200,1100,2000,1,1,0,2200,0
PRV55974,No,3,2,420,140,400,0,3,0,420,0
PRV53389,No,1,1,15000,15000,15000,1,0,0,15000,0
PRV55366,No,1,1,400,400,400,0,1,0,400,0
PRV54778,Yes,88,72,538000,6113.64,33000,64,24,538000,0,100
PRV54667,No,12,10,73960,6163.33,17000,9,3,0,73960,0
PRV51350,No,24,23,142800,5950,13000,21,3,0,142800,0
PRV56910,No,4,4,37200,9300,18000,4,0,0,37200,0
PRV54392,No,1,1,90,90,90,0,1,0,90,0
PRV52044,No,44,40,401040,9114.55,48000,43,1,0,401040,0
PRV54937,No,3,3,25000,8333.33,11000,3,0,0,25000,0
PRV55900,No,8,8,113000,14125,33000,8,0,0,113000,0
PRV52089,Yes,15,14,175000,11666.67,49000,15,0,175000,0,100
PRV53626,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV57404,No,10,9,62400,6240,14000,9,1,0,62400,0
PRV51858,No,1,1,80,80,80,0,1,0,80,0
PRV56234,No,1,1,20,20,20,0,1,0,20,0
PRV51807,No,7,7,98000,14000,34000,7,0,0,98000,0
PRV54400,No,4,4,1140,285,1000,0,4,0,1140,0
PRV51293,No,1,1,20,20,20,0,1,0,20,0
PRV55454,No,12,6,33500,2791.67,12000,5,7,0,33500,0
PRV54543,Yes,3,2,39000,13000,17000,3,0,39000,0,100
PRV51046,No,8,7,101000,12625,38000,8,0,0,101000,0
PRV56172,No,3,3,23000,7666.67,17000,3,0,0,23000,0
PRV56735,No,8,8,1340,167.5,400,0,8,0,1340,0
PRV56322,No,1,1,80,80,80,0,1,0,80,0
PRV54148,No,1,1,90,90,90,0,1,0,90,0
PRV52630,Yes,97,84,776990,8010.21,28000,87,10,776990,0,100
PRV51077,Yes,16,13,199000,12437.5,56000,16,0,199000,0,100
PRV55848,No,4,4,29060,7265,15000,3,1,0,29060,0
PRV57630,No,8,8,52000,6500,14000,8,0,0,52000,0
PRV52963,No,1,1,400,400,400,0,1,0,400,0
PRV54896,Yes,58,56,591410,10196.72,57000,56,2,591410,0,100
PRV51260,No,3,3,78000,26000,43000,3,0,0,78000,0
PRV53632,No,2,2,7000,3500,5000,2,0,0,7000,0
PRV53720,No,2,2,500,250,500,0,2,0,500,0
PRV53002,No,9,3,3940,437.78,3200,0,9,0,3940,0
PRV54333,Yes,59,46,548630,9298.81,65000,50,9,548630,0,100
PRV55548,No,11,8,3850,350,3300,0,11,0,3850,0
PRV54256,No,5,5,39000,7800,14000,5,0,0,39000,0
PRV56509,No,3,3,2980,993.33,2400,0,3,0,2980,0
PRV52097,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV56577,No,21,21,53960,2569.52,14000,8,13,0,53960,0
PRV51961,No,5,5,1430,286,800,0,5,0,1430,0
PRV57033,No,18,18,202030,11223.89,57000,17,1,0,202030,0
PRV51448,No,11,11,102000,9272.73,30000,11,0,0,102000,0
PRV52696,No,3,3,96000,32000,51000,3,0,0,96000,0
PRV57748,No,1,1,1000,1000,1000,0,1,0,1000,0
PRV56500,No,4,4,19050,4762.5,8000,3,1,0,19050,0
PRV53608,No,4,4,870,217.5,500,0,4,0,870,0
PRV56649,Yes,21,12,121920,5805.71,51000,7,14,121920,0,100
PRV53618,No,17,15,63480,3734.12,11000,12,5,0,63480,0
PRV52892,No,7,7,104000,14857.14,46000,7,0,0,104000,0
PRV52185,No,2,2,110,55,80,0,2,0,110,0
PRV55673,Yes,11,11,92110,8373.64,31000,9,2,92110,0,100
PRV57080,No,1,1,57000,57000,57000,1,0,0,57000,0
PRV52924,No,3,3,36000,12000,18000,3,0,0,36000,0
PRV55022,Yes,78,69,705090,9039.62,57000,76,2,705090,0,100
PRV53009,No,6,6,31080,5180,15000,5,1,0,31080,0
PRV52912,No,1,1,13000,13000,13000,1,0,0,13000,0
PRV53756,No,2,2,120,60,90,0,2,0,120,0
PRV54365,No,1,1,50,50,50,0,1,0,50,0
PRV54064,No,19,17,180550,9502.63,34000,16,3,0,180550,0
